,source_sentence,gold,pred,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold,source_sent_list,new_pred_sentences,new_src_sentence
4402,"In a scandal that became known as '' Crashgate '' in the media , during the 2009 season around the time of the Belgium Grand Prix , allegations by former Renault driver Nelson Piquet Jr. about his crash in the 2008 Singapore Grand Prix led to charges of race-fixing against Renault and the departure of team boss Flavio Briatore and engineering director Pat Symonds .","A scandal developed that became known as '' Crashgate '' in the media , during the 2009 season around the time of the Belgium Grand Prix . Claims were made by former Renault driver Nelson Piquet Jr. about his crash in the 2008 Singapore Grand Prix .",about his crash in the 2008 Singapore Grand Prix led to charges of race-fixing against Renault and the departure of team boss Flavio Briatore and engineering director Pat Symonds .,4402,0.484003579,0.99987936,-0.726049304,0.898222388,0.0,-1.058596492,"['In', 'a', 'scandal', 'that', 'became', 'known', 'as', ""''"", 'Crashgate', ""''"", 'in', 'the', 'media', ',', 'during', 'the', '2009', 'season', 'around', 'the', 'time', 'of', 'the', 'Belgium', 'Grand', 'Prix', ',', 'allegations', 'by', 'former', 'Renault', 'driver', 'Nelson', 'Piquet', 'Jr.', 'about', 'his', 'crash', 'in', 'the', '2008', 'Singapore', 'Grand', 'Prix', 'led', 'to', 'charges', 'of', 'race-fixing', 'against', 'Renault', 'and', 'the', 'departure', 'of', 'team', 'boss', 'Flavio', 'Briatore', 'and', 'engineering', 'director', 'Pat', 'Symonds', '.']",about his crash in the 2008 Singapore Grand Prix led to charges of race fixing against Renault and the departure of team boss Flavio Briatore and engineering director Pat Symonds,In a scandal that became known as Crashgate in the media during the 2009 season around the time of the Belgium Grand Prix allegations by former Renault driver Nelson Piquet Jr about his crash in the 2008 Singapore Grand Prix led to charges of race fixing against Renault and the departure of team boss Flavio Briatore and engineering director Pat Symonds
4403,"PERSON@1 , NUMBER@1 , note NUMBER@2 Dürer 's godfather was PERSON@2 , who left goldsmithing to become a printer and publisher in the year of PERSON@3 's birth .","PERSON@3 's godfather was PERSON@2 , who left goldsmithing to become a printer and publisher in the year PERSON@3 was born .","PERSON@1 , NUMBER@1 , note NUMBER@2 Drer 's godfather was PERSON@2 , who left goldsmithing to become a printer and publisher in the year of PERSON@3 's birth .",4403,0.951092274,0.894022346,-0.423613727,0.880489779,0.993928432,-0.985581994,"['PERSON@1', ',', 'NUMBER@1', ',', 'note', 'NUMBER@2', 'Dürer', ""'s"", 'godfather', 'was', 'PERSON@2', ',', 'who', 'left', 'goldsmithing', 'to', 'become', 'a', 'printer', 'and', 'publisher', 'in', 'the', 'year', 'of', 'PERSON@3', ""'s"", 'birth', '.']",PERSON@1 NUMBER@1 note NUMBER@2 Drer s godfather was PERSON@2 who left goldsmithing to become a printer and publisher in the year of PERSON@3 s birth,PERSON@1 NUMBER@1 note NUMBER@2 D rer s godfather was PERSON@2 who left goldsmithing to become a printer and publisher in the year of PERSON@3 s birth
4413,"Oreopoulou , p. NUMBER@1 .","Oreopoulou , p. NUMBER@2 .",NUMBER@1 .,4413,0.355296387,0.976901114,-3.404876232,0.537502899,0.562464952,-4.148053169,"['Oreopoulou', ',', 'p.', 'NUMBER@1', '.']",NUMBER@1,Oreopoulou p NUMBER@1
4417,"PERSON@1 , aka PERSON@2 -LRB- born July NUMBER@1 , NUMBER@2 -RRB- , is a Spanish footballer who plays for ORGANIZATION@1 , as a central defender .",PERSON@1 -LRB- born NUMBER@1 July NUMBER@2 -RRB- is a Spanish football player .,"PERSON@1 , aka PERSON@2 -LRB- born July NUMBER@1 , NUMBER@2 -RRB- , is a Spanish footballer who plays for ORGANIZATION@1 .",4417,0.713883827,0.99971962,-0.437434852,0.642022618,0.983245134,-2.220407963,"['PERSON@1', ',', 'aka', 'PERSON@2', '-LRB-', 'born', 'July', 'NUMBER@1', ',', 'NUMBER@2', '-RRB-', ',', 'is', 'a', 'Spanish', 'footballer', 'who', 'plays', 'for', 'ORGANIZATION@1', ',', 'as', 'a', 'central', 'defender', '.']",PERSON@1 aka PERSON@2 LRB born July NUMBER@1 NUMBER@2 RRB is a Spanish footballer who plays for ORGANIZATION@1,PERSON@1 aka PERSON@2 LRB born July NUMBER@1 NUMBER@2 RRB is a Spanish footballer who plays for ORGANIZATION@1 as a central defender
4421,"Semantics The word is mainly used as a profanity towards someone the speaker does not like or whose behavior is hurtful , self-centered , or particularly abrasive .",How it is used Asshole is mainly used as a bad word towards someone that that the speaker does not like .,"The word is mainly used as a profanity towards someone the speaker does not like or whose behavior is hurtful , self-centered , or particularly abrasive .",4421,0.911726149,0.999855697,-0.389324129,0.84923272,0.999537647,-3.050713778,"['Semantics', 'The', 'word', 'is', 'mainly', 'used', 'as', 'a', 'profanity', 'towards', 'someone', 'the', 'speaker', 'does', 'not', 'like', 'or', 'whose', 'behavior', 'is', 'hurtful', ',', 'self-centered', ',', 'or', 'particularly', 'abrasive', '.']",The word is mainly used as a profanity towards someone the speaker does not like or whose behavior is hurtful self centered or particularly abrasive,Semantics The word is mainly used as a profanity towards someone the speaker does not like or whose behavior is hurtful self centered or particularly abrasive
4426,It peaked at as a category NUMBER@1 hurricane near LOCATION@1 on October NUMBER@2 .,It peaked as a category NUMBER@1 hurricane near LOCATION@1 on October NUMBER@2 .,It peaked as a category NUMBER@1 hurricane near LOCATION@1 on October NUMBER@2 .,4426,0.906078097,0.992030442,-0.431541085,0.940909384,0.992030442,-0.932854235,"['It', 'peaked', 'at', 'as', 'a', 'category', 'NUMBER@1', 'hurricane', 'near', 'LOCATION@1', 'on', 'October', 'NUMBER@2', '.']",It peaked as a category NUMBER@1 hurricane near LOCATION@1 on October NUMBER@2,It peaked at as a category NUMBER@1 hurricane near LOCATION@1 on October NUMBER@2
4431,"Letters RR through RZ , SS through SZ , up to ZZ are used for the next discoveries , e.g. RR Lyrae .",PERSON@1,"Letters RR through RZ , SS through SZ , up to ZZ are used for the next discoveries , e.g.",4431,0.860561363,0.969420612,-0.547925472,0.735616916,0.000629514,-7.86914444,"['Letters', 'RR', 'through', 'RZ', ',', 'SS', 'through', 'SZ', ',', 'up', 'to', 'ZZ', 'are', 'used', 'for', 'the', 'next', 'discoveries', ',', 'e.g.', 'RR', 'Lyrae', '.']",Letters RR through RZ SS through SZ up to ZZ are used for the next discoveries e g,Letters RR through RZ SS through SZ up to ZZ are used for the next discoveries e g RR Lyrae
4444,"Existentialism is foreshadowed most notably by 19th century philosophers SÃ ren Kierkegaard and Friedrich Nietzsche , though it had forerunners in earlier centuries . In the 20th century , the German philosopher Martin Heidegger -LRB- starting from Husserl 's phenomenology -RRB- influenced other existentialist philosophers such as Jean-Paul Sartre , Simone de Beauvoir and -LRB- absurdist -RRB- Albert Camus .","Famous existentialists include Fyodor Dostoevsky , Jean-Paul Sartre , Friedrich Nietzsche , SÃ ren Kierkegaard , Samuel Beckett , Martin Heidegger , Albert Camus -LRB- although he did not think of himself as an existentialist and had his own Theory of the Absurd -RRB- , and Simone de Beauvoir .","In the 20th century , the German philosopher Martin Heidegger -LRB- starting from Husserl 's phenomenology -RRB- influenced other existentialist philosophers such as Jean-Paul Sartre , Simone de Beauvoir and -LRB- absurdist -RRB- Albert Camus .",4444,0.484073545,0.0,-0.444523096,0.347909437,0.0,-2.319451809,"['Existentialism', 'is', 'foreshadowed', 'most', 'notably', 'by', '19th', 'century', 'philosophers', 'SÃ', 'ren', 'Kierkegaard', 'and', 'Friedrich', 'Nietzsche', ',', 'though', 'it', 'had', 'forerunners', 'in', 'earlier', 'centuries', '.', 'In', 'the', '20th', 'century', ',', 'the', 'German', 'philosopher', 'Martin', 'Heidegger', '-LRB-', 'starting', 'from', 'Husserl', ""'s"", 'phenomenology', '-RRB-', 'influenced', 'other', 'existentialist', 'philosophers', 'such', 'as', 'Jean-Paul', 'Sartre', ',', 'Simone', 'de', 'Beauvoir', 'and', '-LRB-', 'absurdist', '-RRB-', 'Albert', 'Camus', '.']",In the 20th century the German philosopher Martin Heidegger LRB starting from Husserl s phenomenology RRB influenced other existentialist philosophers such as Jean Paul Sartre Simone de Beauvoir and LRB absurdist RRB Albert Camus,Existentialism is foreshadowed most notably by 19th century philosophers S ren Kierkegaard and Friedrich Nietzsche though it had forerunners in earlier centuries In the 20th century the German philosopher Martin Heidegger LRB starting from Husserl s phenomenology RRB influenced other existentialist philosophers such as Jean Paul Sartre Simone de Beauvoir and LRB absurdist RRB Albert Camus
4449,"Johann Strauss III -LRB- February 16 , 1866 - January 9 , 1939 ; ; also known as Johann Eduard Strauss -RRB- was an Austrian composer whose father was Eduard Strauss , whose uncles were Johann Strauss II & Josef Strauss , and whose grandfather was Johann Strauss I/O. He was unofficially entrusted with the task of upholding his family 's tradition after the disbandment of the Strauss Orchestra by his father in 1901 .","Johann Strauss III -LRB- February 16 , 1866 - January 9 , 1939 -RRB- was an Austrian composer and conductor . He was the son of Eduard Strauss , the nephew of Johann Strauss II , and grandson of Johann Strauss I/O. He wrote several waltzes , as well as an operetta , Katze und Maus -LRB- Cat and Mouse -RRB- .","Johann Strauss III -LRB- February 16 , 1866 - January 9 , 1939 ; ; also known as Johann Eduard Strauss -RRB- was an Austrian composer whose father was Eduard Strauss , whose uncles were Johann Strauss II & Josef Strauss , and whose grandfather was Johann Strauss I/O.",4449,0.545138399,0.0,-0.309957355,0.457774506,0.0,-2.259307623,"['Johann', 'Strauss', 'III', '-LRB-', 'February', '16', ',', '1866', '-', 'January', '9', ',', '1939', ';', ';', 'also', 'known', 'as', 'Johann', 'Eduard', 'Strauss', '-RRB-', 'was', 'an', 'Austrian', 'composer', 'whose', 'father', 'was', 'Eduard', 'Strauss', ',', 'whose', 'uncles', 'were', 'Johann', 'Strauss', 'II', '&', 'Josef', 'Strauss', ',', 'and', 'whose', 'grandfather', 'was', 'Johann', 'Strauss', 'I/O.', 'He', 'was', 'unofficially', 'entrusted', 'with', 'the', 'task', 'of', 'upholding', 'his', 'family', ""'s"", 'tradition', 'after', 'the', 'disbandment', 'of', 'the', 'Strauss', 'Orchestra', 'by', 'his', 'father', 'in', '1901', '.']",Johann Strauss III LRB February 16 1866 January 9 1939 also known as Johann Eduard Strauss RRB was an Austrian composer whose father was Eduard Strauss whose uncles were Johann Strauss II Josef Strauss and whose grandfather was Johann Strauss I O,Johann Strauss III LRB February 16 1866 January 9 1939 also known as Johann Eduard Strauss RRB was an Austrian composer whose father was Eduard Strauss whose uncles were Johann Strauss II Josef Strauss and whose grandfather was Johann Strauss I O He was unofficially entrusted with the task of upholding his family s tradition after the disbandment of the Strauss Orchestra by his father in 1901
4452,"LOCATION@1 , home of Calvinism , was one of the great centres of the ORGANIZATION@1 . While LOCATION@2 favored the introduction of the new teaching and demanded liberty of preaching for the Reformers PERSON@1 and PERSON@2 , ORGANIZATION@2 renounced in NUMBER@1 its allegiance with LOCATION@1 .","In the ORGANIZATION@3 favored the new ORGANIZATION@4 teaching and demanded liberty of preaching for the Reformers PERSON@1 and PERSON@2 , but ORGANIZATION@2 renounced in its union with LOCATION@1 in NUMBER@1 .","While LOCATION@2 favored the introduction of the new teaching and demanded liberty of preaching for the Reformers PERSON@1 and PERSON@2 , ORGANIZATION@2 renounced in NUMBER@1 its allegiance with LOCATION@1 .",4452,0.579756859,0.999911964,-0.389734119,0.672452162,0.99982959,-2.086970806,"['LOCATION@1', ',', 'home', 'of', 'Calvinism', ',', 'was', 'one', 'of', 'the', 'great', 'centres', 'of', 'the', 'ORGANIZATION@1', '.', 'While', 'LOCATION@2', 'favored', 'the', 'introduction', 'of', 'the', 'new', 'teaching', 'and', 'demanded', 'liberty', 'of', 'preaching', 'for', 'the', 'Reformers', 'PERSON@1', 'and', 'PERSON@2', ',', 'ORGANIZATION@2', 'renounced', 'in', 'NUMBER@1', 'its', 'allegiance', 'with', 'LOCATION@1', '.']",While LOCATION@2 favored the introduction of the new teaching and demanded liberty of preaching for the Reformers PERSON@1 and PERSON@2 ORGANIZATION@2 renounced in NUMBER@1 its allegiance with LOCATION@1,LOCATION@1 home of Calvinism was one of the great centres of the ORGANIZATION@1 While LOCATION@2 favored the introduction of the new teaching and demanded liberty of preaching for the Reformers PERSON@1 and PERSON@2 ORGANIZATION@2 renounced in NUMBER@1 its allegiance with LOCATION@1
4460,The Brabançonne -LRB- Song of LOCATION@1 -RRB- is the national anthem of LOCATION@2 .,"PERSON@1 , la Loi la Liberté",The Brabanonne -LRB- Song of LOCATION@1 -RRB- is the national anthem of LOCATION@2 .,4460,0.966653731,0.886574209,-1.05842483,0.767379536,0.908244669,-6.208254337,"['The', 'Brabançonne', '-LRB-', 'Song', 'of', 'LOCATION@1', '-RRB-', 'is', 'the', 'national', 'anthem', 'of', 'LOCATION@2', '.']",The Brabanonne LRB Song of LOCATION@1 RRB is the national anthem of LOCATION@2,The Braban onne LRB Song of LOCATION@1 RRB is the national anthem of LOCATION@2
4464,See also Timeline of LOCATION@1 See also List of commanders of LOCATION@2 is located in LOCATION@3 and was originally named LOCATION@4 by the Taíno .,LOCATION@5 is a bay located in the south of the island of LOCATION@3 .,LOCATION@2 is located in LOCATION@3 and was originally named LOCATION@4 by the Tano .,4464,0.486148702,0.922762454,-1.431359172,0.737794154,0.000638918,-3.157840967,"['See', 'also', 'Timeline', 'of', 'LOCATION@1', 'See', 'also', 'List', 'of', 'commanders', 'of', 'LOCATION@2', 'is', 'located', 'in', 'LOCATION@3', 'and', 'was', 'originally', 'named', 'LOCATION@4', 'by', 'the', 'Taíno', '.']",LOCATION@2 is located in LOCATION@3 and was originally named LOCATION@4 by the Tano,See also Timeline of LOCATION@1 See also List of commanders of LOCATION@2 is located in LOCATION@3 and was originally named LOCATION@4 by the Ta no
4468,"One of the etymologies for name Vättern is from '' vatten '' , the Swedish word for water .",Many of the people living in the area get their drinking water directly from LOCATION@1 .,"One of the etymologies for name Vttern is from '' vatten '' , the Swedish word for water .",4468,0.84446816,0.749951005,-0.673475266,0.688373063,0.00117078,-4.883671761,"['One', 'of', 'the', 'etymologies', 'for', 'name', 'Vättern', 'is', 'from', ""''"", 'vatten', ""''"", ',', 'the', 'Swedish', 'word', 'for', 'water', '.']",One of the etymologies for name Vttern is from vatten the Swedish word for water,One of the etymologies for name V ttern is from vatten the Swedish word for water
