,source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold,new_pred_sentences,new_src_sentence
4359,"During this time he served as Minister for Education -LRB- NUMBER@1 -- NUMBER@2 -RRB- , ORGANIZATION@1 -LRB- NUMBER@2 -- NUMBER@3 -RRB- , Minister for Labour -LRB- NUMBER@3 -- NUMBER@4 -RRB- and Minister for ORGANIZATION@2 -LRB- NUMBER@4 -- NUMBER@5 -RRB- .","During this time he served as Minister for Education -LRB- NUMBER@1 -- NUMBER@2 -RRB-, ORGANIZATION@1 -LRB- NUMBER@2 -- NUMBER@3 -RRB-, Minister for Labour -LRB- NUMBER@3 -- NUMBER@4 -RRB- and Minister for ORGANIZATION@2 -LRB- NUMBER@5 -- NUMBER@","During this time he served as : Minister for Education -LRB- NUMBER@1 -- NUMBER@2 -RRB- , ORGANIZATION@1 -LRB- NUMBER@2 -- NUMBER@3 -RRB- , Minister for Labour -LRB- NUMBER@3 -- NUMBER@4 -RRB- and Minister for External Affairs -LRB- NUMBER@4 -- NUMBER@5 -RRB- .",4359,0.91907788,0.0,-0.683151066,0.934897781,0.0,-0.476224303,During this time he served as Minister for Education LRB NUMBER@1 NUMBER@2 RRB ORGANIZATION@1 LRB NUMBER@2 NUMBER@3 RRB Minister for Labour LRB NUMBER@3 NUMBER@4 RRB and Minister for ORGANIZATION@2 LRB NUMBER@5 NUMBER@,During this time he served as Minister for Education LRB NUMBER@1 NUMBER@2 RRB ORGANIZATION@1 LRB NUMBER@2 NUMBER@3 RRB Minister for Labour LRB NUMBER@3 NUMBER@4 RRB and Minister for ORGANIZATION@2 LRB NUMBER@4 NUMBER@5 RRB
4360,"The greenhouse effect heats the earth because greenhouse gases absorb outgoing radiative energy and re-emit some of it back towards earth . A greenhouse is built of any material that passes sunlight , usually glass , or plastic .","A greenhouse is made of any material that passes sunlight, usually glass, or plastic.","The greenhouse effect is caused by greenhouse gases ; the most important greenhouse gasses in Earth 's atmosphere are : water vapor , carbon dioxide , and methane .",4360,0.311900185,0.993166924,-1.003712416,0.306795427,0.985202909,-3.143874645,A greenhouse is made of any material that passes sunlight usually glass or plastic,The greenhouse effect heats the earth because greenhouse gases absorb outgoing radiative energy and re emit some of it back towards earth A greenhouse is built of any material that passes sunlight usually glass or plastic
4361,"Denitrification is the reduction of nitrates back into the largely inert nitrogen gas -LRB- NUMBER@1 -RRB- , completing the nitrogen cycle .","Denitrification is the reduction of nitrates back into the inert nitrogen gas -LRB- NUMBER@1 -RRB-, completing the nitrogen cycle.","Where there is no oxygen , some bacteria will make nitrate into nitrogen gas -LRB- NUMBER@1 -RRB- . This starts the nitrogen cycle over again .",4361,0.894122298,0.994929254,-1.112209082,0.816627737,0.999751747,-2.637751102,Denitrification is the reduction of nitrates back into the inert nitrogen gas LRB NUMBER@1 RRB completing the nitrogen cycle,Denitrification is the reduction of nitrates back into the largely inert nitrogen gas LRB NUMBER@1 RRB completing the nitrogen cycle
4362,"On September 23 , 1987 , Illgner made his debut for the West Germany national football team in a 1 -- 0 friendly home win against Denmark , and went on to back Eike Immel during UEFA Euro 1988 .","On September 23, Illgner made his first appearance for the West Germany national football team in a 1 -- 0 friendly home win against Denmark, and went on to back Eike Immel during UEFA Euro 1988.",He has played for Germany national team .,4362,0.957044065,0.998519421,-1.046247721,0.76770705,0.004923805,-3.891323805,On September 23 Illgner made his first appearance for the West Germany national football team in a 1 0 friendly home win against Denmark and went on to back Eike Immel during UEFA Euro 1988,On September 23 1987 Illgner made his debut for the West Germany national football team in a 1 0 friendly home win against Denmark and went on to back Eike Immel during UEFA Euro 1988
4364,"The eight-fold star in the bottom part is taken from the coat of arms of the counts and princes of Waldeck , and was also the old coat of arms of the district Waldeck .","The eight-fold star in the bottom part is taken from the coat of arms of Waldeck, and was also the old coat of arms of the district Waldeck.","The eightfold star in the bottom part is taken from the coat of arms of the counts and princes of Waldeck , and was also the old coat of arms of the district Waldeck .",4364,0.793083658,0.999447167,-0.482515931,0.831258098,0.968394458,-0.493893623,The eight fold star in the bottom part is taken from the coat of arms of Waldeck and was also the old coat of arms of the district Waldeck,The eight fold star in the bottom part is taken from the coat of arms of the counts and princes of Waldeck and was also the old coat of arms of the district Waldeck
4366,When in custody she developed a brain tumour from which she died in 1975 .,"When in custody, she developed a brain tumour that died in 1975.",Arrested in 1972 she developed a brain tumour from which she died in 1975 .,4366,0.82839873,0.864729106,-1.506081223,0.819451358,0.999270976,-1.493103027,When in custody she developed a brain tumour that died in 1975,When in custody she developed a brain tumour from which she died in 1975
4367,"In NUMBER@1 Peace of LOCATION@1 , which ended the American Revolutionary War , the British ceded both East and LOCATION@2 back to LOCATION@3 -LRB- see Spanish LOCATION@4 -RRB- .","In NUMBER@1 Peace of LOCATION@1, the British surrendered both East and LOCATION@2 to LOCATION@3.",LOCATION@5 was returned to LOCATION@3 in NUMBER@1 .,4367,0.472293821,0.888761878,-1.716141105,0.441923174,0.011857673,-3.105689526,In NUMBER@1 Peace of LOCATION@1 the British surrendered both East and LOCATION@2 to LOCATION@3,In NUMBER@1 Peace of LOCATION@1 which ended the American Revolutionary War the British ceded both East and LOCATION@2 back to LOCATION@3 LRB see Spanish LOCATION@4 RRB
4372,"Although not entirely completed , the Court Opera -LRB- Hofoper -RRB- was inaugurated with a performance of Carl Heinrich Graun 's Cesare e Cleopatra on December 7 , 1742 .",The Court Opera -LRB- Hofoper -RRB- was inaugurated with a performance of Carl Heinrich Grauns Cesare e Cleopatra on 7 December 1742.,It moved back to its original home after the rebuilding in 1955 .,4372,0.709671701,0.94131583,-0.600154579,0.597906587,0.000357506,-4.427658081,The Court Opera LRB Hofoper RRB was inaugurated with a performance of Carl Heinrich Grauns Cesare e Cleopatra on 7 December 1742,Although not entirely completed the Court Opera LRB Hofoper RRB was inaugurated with a performance of Carl Heinrich Graun s Cesare e Cleopatra on December 7 1742
4373,"After PERSON@1 came to an end , he played the starring role of Captain PERSON@2 in the science-fiction drama series Andromeda from NUMBER@1 to NUMBER@2 .","After PERSON@1 ended, he played the role of Captain PERSON@2 in the science-fiction drama series Andromeda from NUMBER@1 to NUMBER@2.",After PERSON@1 came to an end he played the starring role of Captain PERSON@2 in the science-fiction drama series Andromeda from NUMBER@1 to NUMBER@2 .,4373,0.831732236,0.940268517,-0.752626598,0.865829562,0.997944951,-0.573443592,After PERSON@1 ended he played the role of Captain PERSON@2 in the science fiction drama series Andromeda from NUMBER@1 to NUMBER@2,After PERSON@1 came to an end he played the starring role of Captain PERSON@2 in the science fiction drama series Andromeda from NUMBER@1 to NUMBER@2
4374,"It was then located on the territory of Lower Lorraine , in the area of Geldern and Roermond , with its main stronghold at Montfort -LRB- built 1260 -RRB- .","It was then located on the territory of Lower Lorraine, in the area of Geldern and Roermond, with its main fortress at Montfort -LRB- built 1260 -RRB-.","It was then located on the territory of Lower Lorraine , in the area of Geldern and Roermond . Its main stronghold was at Montfort -LRB- built 1260 -RRB- .",4374,0.93611921,0.997822523,-0.79835248,0.959582361,0.988815486,-0.594152212,It was then located on the territory of Lower Lorraine in the area of Geldern and Roermond with its main fortress at Montfort LRB built 1260 RRB,It was then located on the territory of Lower Lorraine in the area of Geldern and Roermond with its main stronghold at Montfort LRB built 1260 RRB
4375,"Tokushima Vortis is a Japanese professional football -LRB- soccer -RRB- club , currently playing in the J. League Division 2 . The team is located in Tokushima , Tokushima Prefecture .",Tokushima Vortis is a Japanese football club that plays in the J. League Division 2.,Tokushima Vortis is a football club which plays in Japan .,4375,0.398087219,0.999111474,-0.896372795,0.393965243,0.999789119,-2.355086088,Tokushima Vortis is a Japanese football club that plays in the J League Division 2,Tokushima Vortis is a Japanese professional football LRB soccer RRB club currently playing in the J League Division 2 The team is located in Tokushima Tokushima Prefecture
4377,"In cases of localized pancreatic disease , the Surgery to remove the cancer is often the initial treatment .","In cases of pancreatic disease, surgery to remove the cancer is often the first treatment.","In cases of localized pancreatic disease , the Surgery to remove the cancer is often the first treatment .",4377,0.773024162,0.907418728,-0.886618018,0.826031218,0.905207932,-1.109267712,In cases of pancreatic disease surgery to remove the cancer is often the first treatment,In cases of localized pancreatic disease the Surgery to remove the cancer is often the initial treatment
4380,"It is a suburb of LOCATION@1 , located on the other side of Red Mountain due south of the city center . It has one of the highest population densities in LOCATION@2 .","It is a suburb of LOCATION@1 on the other side of Red Mountain due south of the city center, and has one of the highest population densities in LOCATION@2.","It is a suburb of LOCATION@1 , located on the other side of Red Mountain due south of the city center , but also has one of the highest population densities in LOCATION@2 .",4380,0.885400016,0.917065024,-0.648604989,0.925168365,0.878931701,-1.024523854,It is a suburb of LOCATION@1 on the other side of Red Mountain due south of the city center and has one of the highest population densities in LOCATION@2,It is a suburb of LOCATION@1 located on the other side of Red Mountain due south of the city center It has one of the highest population densities in LOCATION@2
4381,Events By place Asia Gyeonhwon formally establishes the kingdom of Hubaekje in southwestern Korea .,Gyeonhwon officially establishes the kingdom of Hubaekje in southwestern Korea.,Gyeonhwon formally establishes the kingdom of Hubaekje in southwestern Korea .,4381,0.742175345,0.999578238,-0.515411675,0.744796749,0.999729574,-0.567833543,Gyeonhwon officially establishes the kingdom of Hubaekje in southwestern Korea,Events By place Asia Gyeonhwon formally establishes the kingdom of Hubaekje in southwestern Korea
4385,"and commonly called Hershey 's , is the largest chocolate manufacturer in North America.Booksense.com URL last accessed June 30 , 2006 .","and commonly called Hershey's, is the largest chocolate manufacturer in North America.",", commonly called Hersheys , is Americas largest chocolate company.Booksense.com URL last accessed June 30 2006 .",4385,0.543409275,0.997644186,-1.741265059,0.604406444,0.997446716,-2.254152775,and commonly called Hershey s is the largest chocolate manufacturer in North America,and commonly called Hershey s is the largest chocolate manufacturer in North America Booksense com URL last accessed June 30 2006
