source_sentence,pred,gold
The nd century is the time from NUMBER to NUMBER.,the th century is the period from number to number.,This category is for articles and events specifically related to the nd century which began in the year NUMBER and ended in the year NUMBER.
Leo LRB RRB is the fifth astrological sign of the Zodiac originating from the constellation of Leo.,it is the sign of the zodiac in the zodiac constellation of saturn.,Leo LRB RRB is the fifth astrological sign of the Zodiac starting from the constellation of Leo.
In NUMBER the ORGANIZATION an organization subordinate to the ORGANIZATION which was at that time the rule making body for Formula One was dissolved and replaced by the F d ration ORGANIZATION or FISA which would serve the same function.,in number the organization was banned from the organization by the organization the organization lrb organization rrb.,They were the rule making group for Formula One. In NUMBER they were replaced by the F d ration ORGANIZATION or FISA.
This proved to be explosively popular beginning LRB or fueling RRB a vogue for madrigal composing and singing in England which lasted into the first two decades of the th century.,in the mid of th century the most popular opera was lrb lrb rrb which became popular in the middle of the th century rrb.,Musica transalpina was a collection of Italian madrigals.
Unlike a solar eclipse which can only be viewed from a certain relatively small area of the world a lunar eclipse may be viewed from anywhere on the night side of the Earth. A lunar eclipse lasts for a few hours whereas a total solar eclipse lasts for only a few minutes at any given place.,a solar eclipse is a day that can be observed on a non spherical moon at a distance of about number hours from earth.,A Lunar eclipse is an astronomical phenomenon.
Tamil Nadu government placed a statue of Theeran Chinnamalai in Chennai.,in the tamil nadu government gave the statue of the statue in tamil nadu. the statue is also in chennai.,Tamil Nadu government placed a statue of Chinnamalai in Chennai.
There is some evidence that Haydn himself was not happy with van Swieten s libretto at least one particular aspect of tone painting it required namely the portrayal of the croaking of frogs which is found during the serene movement that concludes Part II Summer.,at the end of the opera the libretto was written by the composer lrb not unlike the opera ophiri rrb but rather rather it was written in part because it was not very good.,One problem was that Haydn was not very happy about the libretto.
The undergraduate program was ranked th among national universities by ORGANIZATION Report for NUMBER.,it was ranked number among colleges in the organization by organization. it ranked numberth among the top number colleges.,The undergraduate program was ranked th among national universities by ORGANIZATION Report for NUMBER.
PERSON LRB O O RRB.,person lrb o o o rrb,PERSON.
The church LRB First Christian Church of North Hollywood RRB has noted that when the cast was on set they often went into the church office to observe how church staff really act.,the church was started in the church of jesus christ church. it was the first church in the diocese of st. paul church.,Cast
In the presidential election of Hoover easily won the Republican nomination despite having no previous elected office experience.,in the republican primary he ran for the democratic nomination in the number election.,In the presidential election of Hoover easily won the Republican nomination.
