,source_sentence,pred,gold,bart_score_pred
2698,They currently play in the Scottish Football League Second Division following promotion in the ndash season.,he plays for dundee united in the scottish premier league.,Peterhead FC is currently playing in the Scottish Second Division.,-4.321071147918701
2699, There is a lot more for a lot less ,in some countries there is a lot of difference between the other countries., s There is a lot more for a lot less ,-3.5995490550994873
2700,Origin of name Thiruvananthapuram means Abode of Lord Ananta in Sanskrit and Malayalam.,it is situated in the city of chennai and in the south of chennai.,Origin of name Thiruvananthapuram literally means City of Lord Anantha in Malayalam.,-3.4428765773773193
2701,Escape the Fate is an American rock band from Las Vegas Nevada formed in Pahrump Nevada in.,it is a heavy metal band from location.,Escape the Fate is an American emo and post hardcore band from Las Vegas Nevada.,-4.063591480255127
2702,The album was released on December in the United States and the United Kingdom.,the album was released on june and was released in the united states on june.,The album was released on December in the U.S. and the UK.,-3.2757740020751953
2703,However the coyote is not able to bring down large animals and the result of this lack of a top predator on these populations was a marked increase in lame and sick megafauna.,the most common cause of the disease was the disease causing the extinction of the giant panda. in humans caused some deaths.,However the coyote can not bring down large animals. The result was a great increase in lame and sick megafauna.,-3.992007255554199
2704,Le Marais la Chapelle is a commune in the Calvados department in the Basse Normandie region in northwestern France.,it is found in the region basse normandie in the calvados department in the northwest of france.,Le Marais la Chapelle is a commune. It is found in the region Basse Normandie in the Calvados department in the northwest of France.,-3.061475992202759
2705,Defense The higher this number the less damage you will take from your opponent.,the player gets the most points at the end of the game.,Defense The higher the number the less damage you will take from your opponent.,-2.7220332622528076
2706,PERSON a Pakistani Urdu black white film is a classic romantic and melodious film of NUMBER and a remarkable film of PERSON s and PERSON s careers.,it was released in number and was one of the most successful films of the th century.,Doraha is a classic romantic and melodious movie of NUMBER.,-3.593088150024414
2707,Magma is blown apart when it interacts violently with volcanic gases and steam.,the volcanic eruptions are caused by volcanic eruptions and volcanic eruptions.,Magma is blown apart by volcanic gases and steam.,-2.5513150691986084
2708,is a American adventure comedy film directed by Bart Freundlich.,the film is about the movie.,is a film. It was directed by Bart Freundlich.,-3.7915945053100586
2709,After this however PERSON left Rage voluntarily after a disagreement where he allegedly spat at PERSON s face.,the lrb o o rrb,Soundchaser LRB O O RRB ,-7.79656982421875
2710,Union is a city in Boone County Kentucky United States.,it is a city of kentucky in the united states.,Union is a city of Kentucky in the United States.,-3.5581634044647217
2711,In December NUMBER she was brought before the th council of war charged with offences including trying to overthrow the government encouraging citizens to arm themselves and herself using weapons and wearing a military uniform.,person was the leader of organization. she was trying to make people think of her person as well as people to help her.,After December NUMBER she was making propaganda for help poor people trying to destroy the government and supporting people to arm themselves and herself using weapons and wearing a military uniform.,-4.300318241119385
2712,Bulgarian LRB RRB is an Indo European language a member of the Slavic linguistic group.,it is the main language of ukraine lrb o o rrb.,Bulgarian LRB LRB b l arski zik RRB RRB is an Indo European language spoken mainly in Bulgaria and parts of Macedonia Serbia Ukraine and Moldova.,-4.7728118896484375
2713,During this period she had her last US chart single with a cover of Smokey Robinson s Get Ready previously a hit for The Temptations and some months later a top five hit for Rare Earth.,it was the first single from the album the greatest hits of all time. it was released on the billboard billboard records records.,During this time she had her last US chart single with a cover of Smokey Robinson s Get Ready which had already been a hit for The Temptations. After she recorded it it was also a hit for Rare Earth.,-3.9377059936523438
2714,The Bastille was built as an irregular rectangle with eight towers meters LRB ft RRB long meters LRB ft RRB wide with towers and walls meters LRB ft RRB high surrounded by a broad moat.,it was built in at the royal palace of versailles. it was joined by a second floor in the main hall.,A similar design can be seen today at Ch teau de Tarascon.,-4.102675437927246
2715,The boundary of this area is called the event horizon.,the scale of the scale is the size of the area of the earth.,The edge of this area is called the event horizon.,-3.0525715351104736
2716,A new project called Ultamatix compatible with Ubuntu. is based on Automatix.,this version of the game is also known as muzito.,Recently a new project called ultamatix based on automatix has been released and is compatible with Ubuntu..,-4.678149700164795
2717,Cuissy et Geny is a commune in the LOCATION department in LOCATION in northern LOCATION.,it is found in the region pays de la loire in the ain department in the west of france.,Cuissy et Geny is a commune.,-4.252358436584473
