,source_sentence,pred,gold,bart_score_pred
2677,The line was re connected to the mainline at Wareham Dorset along a stretch of the branch line that had previously only remained open to freight traffic until.,the station was opened on november and opened on december when the line was closed on november.,The line was re connected to the mainline at Wareham Dorset along a stretch of the branch line. This had previously only remained open to freight traffic until.,-4.882990837097168
2678,Hure is a commune in the LOCATION department in LOCATION in south western LOCATION.,it is found in the region location in the location department in the southwest of location.,Hure is a commune.,-4.122594356536865
2679,MEPIS LLC was founded in and leverages the MEPIS Linux distribution as a foundation for MEPIS business partners to build and deploy virtualized data center secure server and desktop solutions that integrate and provide a migration path for utilizing hardware virtualization IPv IPsec and DNSsec.,it is also used as a source source of ip ips in the united states. it also serves as a server for ips and ip ip ip servers.,SimplyMEPIS. contains several new packages and features.,-5.318813323974609
2680,population total NUMBER latd NUMBER latm NUMBER lats NUMBER latNS N longd NUMBER longm NUMBER longs NUMBER longEW E,number ft lrb number number number m rrb is a short length length of number ft long lrb ft long rrb long length length lrb lrb m ft rrb.,NUMBER people were living in Siret as of NUMBER.,-5.496639728546143
2681,The states of LOCATION and LOCATION are to the west LOCATION and LOCATION are to the south and LOCATION and LOCATION are to the east.,location and location are the states of location location location and the location.,LOCATION is next to LOCATION on the west LOCATION on the east LOCATION and LOCATION on the south and the country of LOCATION on the north side.,-3.4602644443511963
2682,Beveridge was named after Scottish sheep farmer Andrew Beveridge who built the Hunters Tryste Inn in.,he was named a shepherden shepherd who lived near the town of st. andrew s cross.,It is recorded that John Kelly built this house in about when Ned was about five years old.,-5.356287956237793
2683,PERSON Roman dictator is assassinated by NUMBER members of a conspiracy against him.,person is assassinated by an assassination plot of a member of the organization.,PERSON Roman dictator is killed by NUMBER Roman people.,-3.5733840465545654
2684,Only one species the type Pisanosaurus mertii is known based on a single partial skeleton.,it is the only known fossil fossil known to have been found. it is one of the only few known known to be described.,Only one species the type Pisanosaurus mertii is known based on a single partial skeleton.,-3.5910911560058594
2685,French novelist Yann Moix dedicated his first novel Jubilations Vers le Ciel to Gorani in.,he was born in the same year in romania.,French novelist Yann Moix dedicated his first novel Jubilation Vers le Ciel to Gorani in.,-4.139079570770264
2686,She was towed to Buenos Aires Argentina and then to Kristiansand Norway for repairs.,it was moved to los angeles and it was used to be used to turn ice ice ice to ice and ice ice.,It was towed to Buenos Aires Argentina and then to Kristiansand Norway for repairs.,-4.633960247039795
2687,Koksijde is a municipality located in the Flemish province of LOCATION on the LOCATION coast at the southwest side.,it is located in the belgian province of location in the north of location.,Koksijde is a municipality located in the Belgian province of LOCATION.,-3.474714756011963
2688,The city street grid parallels the Kama River traveling generally east west while other main streets run perpendicularly to those following the river.,the river is the main river running parallel parallel to the river.,General,-3.935880422592163
2689,However due to relativistic space travel Ender himself LRB who now goes by his real name Andrew Wiggin or by his title Speaker for the Dead RRB is only about years old.,he is also known as dj dj djy who has been credited as the brainchild of dj dj n t.,Because of space travel the main character Ender is only about years old.,-4.372333526611328
2690,PERSON LRB born NUMBER March NUMBER in LOCATION RRB is a former German footballer.,person lrb born number april number rrb is a former german football player.,He has played for LOCATION national team.,-4.14443302154541
2691,A valve is a device that regulates the flow of a fluid LRB gases liquids fluidized solids or slurries RRB by opening closing or partially obstructing various passageways.,a gas is a gaseous flow of gas lrb normally flowing through a solid surface lrb usually enclosed in water rrb or in water lrb lrb e. g. lrb o rrb.,Flow,-4.897477149963379
2692,The more famous incompleteness theorem states that for any self consistent recursive axiomatic system powerful enough to describe the arithmetic of the natural numbers LRB Peano arithmetic RRB there are true propositions about the naturals that can not be proved from the axioms.,the theorem is that the arithmetic theorem of arithmetic theorems is not true for any rational numbers. this means that the theorems are not true of natural numbers.,The more famous incompleteness theorem says that for any self consistent recursive axiomatic system powerful enough to describe the arithmetic of the natural numbers LRB Peano arithmetic RRB there are true propositions about the naturals that can not be proved from the axioms.,-3.3616745471954346
