,source_sentence,pred,bart_score
3546,"ORGANIZATION@1 NUMBER@1 NUMBER@2 , NUMBER@3 -- NUMBER@4 Discovery and species Stegosaurus , one of the many dinosaurs first collected and described in the Bone Wars , was originally named by PERSON@1 in NUMBER@5 , from remains recovered north of LOCATION@1 , LOCATION@2 .",'ORGANIZATION@1 NUMBER@3 - NUMBER@4 Stegosaurus was one of the many dinosaurs first described in the Bone Wars.,-1.758317709
3547,Alberigo Evani -LRB- born January 1 1963 -RRB- is an Italian former football -LRB- soccer -RRB- player in midfielder role .,'Alberigo Evani -LRB- born 1 January 1963 -RRB- is a former Italian football player.,-1.130915046
3548,Classification of materials by conductivity A conductor such as a metal has high conductivity and a low resistivity .,'A conductor such as a metal has high conductivity and a low resistivity.,-1.050759077
3549,PERSON@1 -LRB- Windows-based UBuntu Installer -RRB- is an official Windows-based free software installer for Ubuntu .,'PERSON@1 -LRB- Windows-based UBuntu Installer -RRB- is an official Windows-based free software installer for Ubuntu.,-0.735898674
3550,"At present , they are only available for flute , piano , clarinet , saxophone , trumpet and trombone .","'At present, they are only available for flute, piano, clarinet, saxophone, trumpet and trombone.",-0.892496407
3551,Saint-Germain-d ` Arcé is a commune in the Sarthe department in the region of Pays-de-la-Loire in north-western France .,'Saint-Germain-d  Arcé is a commune. It is found in the region Pays de la Loire in the Sarthe department in the west of France.,-1.79486227
3552,"For reasons of public decency , women convicted of high treason were instead burnt at the stake .","'For reasons of public decency, women convicted of high treason were instead burnt at the stake.",-0.831458688
3553,"Mario Bernardi C.C. is the Conductor Laureate , Boris Brott , O.C. , is the Principal Youth and Family Conductor , and Jack Everly is the Principal Pops Conductor .","'Boris Brott, O.C. is the principal conductor.",-2.032557487
3554,Danteâ s Divine Comedy includes many references to the great feudal families who had huge jurisdictions with administrative and judicial rights . PERSON@1 spent some of his exile in LOCATION@1 .,'PERSON@1 spent some of his exile in LOCATION@1.,-1.210597396
3555,"Until recently , it was reported that Nightingale reduced mortality from NUMBER@1 % to NUMBER@2 % on the battlefield .",'It was reported that Nightingale reduced mortality from NUMBER@1 % to NUMBER@2 % on the battlefield.,-0.765339315
3556,"After attending multiple writers ' conventions , she began writing short stories .","""After attending many writers'conventions, she began writing short stories.",-2.272888184
3557,"Jackals fill a similar ecological niche to the coyote -LRB- sometimes called the '' American jackal '' NUMBER@1 Coyote Canis latrans Say , NUMBER@2 Least concern -LRB-/O2004/O-RRB- by PERSON@1 & PERSON@2 -RRB- in LOCATION@1 .","""Jackals fill a similar ecological niche to the coyote -LRB- sometimes called the '' American jackal '' NUMBER@1 Coyote Canis latrans Say, NUMBER@2 Least concern -LRB-/O2004/O-RRB- by PERSON@1 and PERSON@2 -RRB- in LOCATION@1.",-0.449163675
3558,"It is the first algorithm known to be suitable for signing as well as encryption , and one of the first great advances in public key cryptography .","'It is the first algorithm known to be suitable for signing as well as encryption, and one of the first big advances in public key cryptography.",-1.002540231
3559,"In NUMBER@1 some paleontologists suggested that , like a modern tree-kangaroo , PERSON@1 was able to climb trees in order to seek shelter .","'In NUMBER@1 some paleontologists suggested that, like a modern tree-kangaroo, PERSON@1 was able to climb trees in order to find food.",-0.879302859
3560,"For this reason , the furlong was once also called an acre 's length , though of course in modern usage an area of one acre can be any shape .","""For this reason, the furlong was once called an acre's length.",-1.757708549
3561,Margueron is a commune in the LOCATION@1 department in LOCATION@2 in south-western LOCATION@3 .,'It is found in the region LOCATION@2 in the LOCATION@1 department in the southwest of LOCATION@3.,-2.59083724
3562,Although a website distributing the album was quickly taken offlineBiography : '' PERSON@1 . '',"""Although a website distributing the album was quickly taken offlineBiography : '' PERSON@1. ''",-1.477987647
3563,"San Pedro de Macorís is a province of the Dominican Republic , also the name of its capital city .",'San Pedro de Macors is a province of the Dominican Republic.,-1.522238374
3564,"PERSON@1 then trapped Flair in his modified figure four leglock , but Flair delivered a thumb to the eye to PERSON@1 to break the submission .","'PERSON@1 then trapped Flair in his modified figure four leglock, but Flair delivered a thumb to the eye to PERSON@1 to break the submission.",-0.73696667
3565,"In most modern general purpose computer architectures , one or more FPUs are integrated with the CPU ; however many embedded processors , especially older designs , do not have hardware support for floating-point operations .","'In most modern general purpose computer architectures, one or more FPUs are integrated with the CPU ; however many embedded processors, especially older designs, do not have hardware support for floating point operations.",-0.761502922
3566,"The service was an immediate success , reaching the 100 million passenger mark in less than three years on 13 July 1967 , and one billion passengers in 1976 .","'The service was an immediate success, reaching the 100 million passenger mark in less than three years on 13 July 1967, and one billion passengers in 1976.",-1.131540298
3567,"They have two sons : PERSON@1 -LRB- born NUMBER@1 October NUMBER@2 -RRB- and PERSON@2 -LRB- born NUMBER@3 May NUMBER@4 -RRB- , who were both born in LOCATION@1 , LOCATION@2 .",'They have two sons : PERSON@1 -LRB- born NUMBER@1 October NUMBER@2 -RRB- and PERSON@2 -LRB- born NUMBER@3 May NUMBER@4 -RRB-.,-0.560706615
3568,PERSON@1 was shot dead and Roll was eventually arrested .,'PERSON@1 was shot dead and Roll was arrested.,-1.442523956
3569,PERSON@1 -LRB- born NUMBER@1 February NUMBER@2 -RRB- is a German footballer who plays as a defensive midfielder for ORGANIZATION@1 .,'PERSON@1 -LRB- born NUMBER@1 February NUMBER@2 -RRB- is a German football player.,-0.763288856
3570,"Aged fifteen , he began the formal study of drawing , but on the insistence of his father he changed to architecture .",'At fifteen he began drawing.,-3.152094364
3571,"Examples include a tiger 's stripes , the battledress of a modern soldier and a butterfly camouflaging itself as a leaf .","""Examples include a tiger's stripes, the battledress of a modern soldier and a butterfly camouflaging itself as a leaf.",-1.112318993
3572,Saint-M Ã dard-d ` Eyrans is a commune in the LOCATION@1 department in LOCATION@2 in south-western LOCATION@3 .,'It is found in the region LOCATION@2 in the LOCATION@1 department in the southwest of LOCATION@3.,-2.547800541
3573,History They were described in NUMBER@1 by PERSON@1 .,'History They were described in NUMBER@1 by PERSON@1.,-1.44843936
3574,"Although clawed lobsters , like most other arthropods , are largely bilaterally symmetrical , they often possess unequal , specialized claws , like the king crab .","'Although clawed lobsters, like most other animals, are largely bilaterally symmetrical, they often have unequal, specialized claws, like the king crab.",-1.407002211
3575,If a funnel cloud touches the ground it becomes a tornado .,'If a funnel cloud touches the ground it becomes a tornado.,-1.188563108
3576,"Electronics engineering deals with implementation of applications , principles and algorithms developed within many related fields , for example solid-state physics , radio engineering , telecommunications , control systems , signal processing , systems engineering , computer engineering , instrumentation engineering , electric power control , robotics , and many others .","'Electronics engineering deals with implementation of applications, principles and algorithms developed within many related fields, for example solid-state physics, radio engineering, telecommunications, control systems, signal processing, systems engineering, computer engineering, instrumentation engineering, electric power control, robotics, and many others.",-0.743917763
3577,"The Mayor has no administrative duties , as the City Manager serves as the CEO .","'The Mayor has no administrative duties, as the City Manager is the CEO.",-1.435454965
3578,"Claude Lévi - Strauss -LRB- ; -LRB- 28 November 1908 -- 30 October 2009 -RRB- was a French anthropologist and ethnologist , and has been called the '' father of modern anthropology '' .",'Claude Lévi - Strauss -LRB- 28 November 1908 -- 30 October 2009 -RRB- was a French anthropologist and ethnologist.,-0.851375878
3579,"Cox , Michael , editor , The Concise Oxford Chronology of English Literature , '' 1808 '' , p 289 , Oxford University Press , 2004 , ISBN 0-19-860634-6 Today it is best known as the hymn '' Jerusalem '' , with music written by Sir Hubert Parry in 1916 .","""Cox, Michael, editor, The Concise Oxford Chronology of English Literature, '' 1808 '', p 289, Oxford University Press, 2004, ISBN 0-19-860634-6 Today it is best known as the hymn '' Jerusalem ''.",-1.225391269
3580,"In addition , the increased workload of the heart causes hypertrophy of the right ventricle -LRB- a condition known as cor pulmonale -RRB- , making the heart less able to pump blood through the lungs , ultimately causing right heart failure .","'In addition, the increased workload of the heart causes hypertrophy of the right ventricle -LRB- a condition known as cor pulmonale -RRB-. This makes the heart less able to pump blood through the lungs, ultimately causing right heart failure.",-0.681190073
3581,NUMBER@1 The New Laird of Castle McDuck NUMBER@2 D NUMBER@3 Uncle Scrooge # NUMBER@4 The story take place in NUMBER@5 .,'NUMBER@4 Uncle Scrooge # NUMBER@5,-3.394042492
3582,This is because the executive branch is dependent upon the direct or indirect support of the legislative branch and often includes members of the legislature .,'This is because the executive branch depends on the direct or indirect support of the legislative branch and often includes members of the legislature.,-1.197657943
3583,"PERSON@1 produces a sweeter tea , and is served almost exclusively as part of Japanese tea ceremonies .","'PERSON@1 produces a sweeter tea, and is served almost exclusively as part of Japanese tea ceremonies.",-0.946844876
3584,An Inuk is an Inuit person .,'An Inuk is an Inuit person.,-1.411717892
3585,"She is currently signed to World Wrestling Entertainment -LRB- WWE -RRB- , where she wrestles on the Raw brand .","'She is currently signed to World Wrestling Entertainment -LRB- WWE -RRB-, where she wrestles on the Raw brand.",-0.948218465
3586,"PERSON@1 -LRB- ç å å '' æ , born NUMBER@1 August NUMBER@2 -RRB- is a former Japanese football player .",'PERSON@2 -LRB- born NUMBER@1 August NUMBER@2 -RRB- is a former Japanese football player.,-1.031669736
