source_sentence,pred,gold,bert_score_precision_pred_with_brevity_penalty,sentence_id,bert_precision_gold_with_brevity_penalty
"Here , and we can use as the antiderivative .","Here, and we can use as the antiderivative.","The Fundamental Theorem of Calculus is a theorem that says , where F -LRB- x -RRB- is the antiderivative of f -LRB- x -RRB- . It states that the area under a curve , from a point where x = a to a point where x = b , is equal to the the antiderivative of the function at b , minus the antiderivative of the function at a.",0.8847338928116693,4021,0.8208921896086799
La Thieuloye is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France.,It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,0.8587802742041794,4022,0.8648486698375029
"Delgadillo 's Snow Cap Drive-In is a historic eatery and roadside attraction located along former Route 66 in Seligman , Arizona USA .","Delgadillo's Snow Cap Drive-In is a historic eatery and roadside attraction located along former Route 66 in Seligman, Arizona USA.","Author Michael Wallis covers the history of the Snow Cap in his book , Route 66 : The Mother Road .",0.9516376434867062,4023,0.7675961887658532
"Since the lowest water was devoid of oxygen , many ordinary scavengers were absent .","Since the lowest water was devoid of oxygen, many ordinary scavengers were absent.",and revised from Bartel K.W. 1978 .,0.9455626834006536,4024,0.8031866380146572
Issa Hayatou,Issa Hayatou,Other pages,1.0,4025,0.7505024075508118
"Loud is the fifth studio album by Barbadian recording artist PERSON@1 , released November NUMBER@1 , NUMBER@2 on Def Jam Recordings .","Loud is the fifth album by Barbadian singer PERSON@1. It was released on November NUMBER@1, NUMBER@2.","Loud is the fifth studio album by PERSON@1 . It was released November NUMBER@1 , NUMBER@2 .",0.6795943325623534,4026,0.6677428985896864
"This can be read out loud as '' a divided by b '' , '' a by b '' or '' a over b '' .","This can be read out loud as '' a divided by b '', '' a by b '' or '' an over b ''.",This can be read out loud as '' a divided by b '' or '' a over b '' .,0.9632872229530698,4027,0.9753581200327193
"Glen 's MySpace site with blog , photos and information on any upcoming tour dates .","Glen's MySpace page with blog, photos and information on any upcoming tour dates.",Glen 's MySpace site with blog and information on any upcoming tour dates .,0.9169918362583434,4028,0.942166628582137
He also appears as one of four playable characters in Super Mario NUMBER@1 DS and as a baby who can ride on PERSON@1 's back in PERSON@1 's Island DS .,He also appears as one of the four playable characters in Super Mario NUMBER@1 DS and as a baby who can ride on PERSON@1's back in PERSON@1's Island DS.,Super Mario NUMBER@1 DS,0.9656773805618286,4029,0.8136937618255615
The programme is based on investigating purported paranormal activity .,The programme is based on investigating purported paranormal activity.,Most Haunted is a British paranormal television program based on investigating possible paranormal activity .,0.9571106417078368,4030,0.9254717239191834
Europe The Battle of Camlann is fought between Arthur and Mordred -LRB- historical accuracy highly questionable -RRB- .,The Battle of Camlann is fought between Arthur and Mordred -LRB- historical accuracy highly doubtable -RRB-.,Battle of Camlann between Arthur and Mordred .,0.880197244531968,4031,0.7904193902216038
"At its 1986 Ard Fheis , Sinn FÃ in delegates passed a resolution to amend the rules and constitution that would allow its members to sit in the Dublin parliament -LRB- Leinster House\/D Ã il Ã ireann -RRB- .","At its 1986 Ard Fheis, Sinn F in delegates passed a resolution to amend the rules and constitution that would allow its members to sit in the Dublin parliament -LRB- Leinster House -RRB-.","At its 1986 Ard Fheis , Sinn FÃ in changed its and constitution to allow its members to sit in the Dublin parliament -LRB- Leinster House\/D Ã il Ã ireann -RRB- .",0.8151617482088614,4032,0.8644738401767712
"The Danes build a fortress , but finding no volunteers to man it , they burn it down themselves and leave the island .","The Danes build a fortress, but find no volunteers to man it, they burn it down themselves and leave the island.","King Valdemar II and archbishop Andreas Sunonis made a raid to Saaremaa island , Estonia .",0.9077074083231264,4033,0.7845107256355932
It is primarily understood in the Muslim world as a term of respect for an educated man .,It is primarily understood in the Muslim world as a term of respect for an educated man.,It is primarily understood in the Muslim world as a term of respect for a religiously educated man .,0.9645142073041937,4034,0.9836956409925824
Arnprior is a village in the the Stirling council area of Scotland .,Arnprior is a village in the Stirling council area of Scotland.,Arnprior is a village in Scotland .,0.8979556297554689,4035,0.8418550429975286
"Worried that LOCATION@1 may die , PERSON@1 convinces PERSON@2 to bring the slave hunter to a nearby ORGANIZATION@1 settlement for medical treatment .","Worried that LOCATION@1 may die, PERSON@1 convinces PERSON@2 to bring the slave hunter to a nearby ORGANIZATION@1 settlement for medical treatment.",PERSON@1 is worried that LOCATION@1 might die and go to hell .,0.9671314466719659,4036,0.8235542958214779
"Increasing concentrations of methane , ammonia and water are found in the lower regions of the atmosphere .","Increasing concentrations of methane, ammonia and water are found in the lower regions of the atmosphere.","More mixtures of methane , ammonia , and water are found in the lower areas of the atmosphere .",0.9492688730498341,4037,0.9301818308429183
"In NUMBER@1 , ACCESS introduced the successor to PERSON@1 , called Access Linux Platform and in NUMBER@2 , the main licensee of Palm OS , ORGANIZATION@1 , switched from LOCATION@1 to webOS for their forthcoming devices . Palm OS was originally developed under the direction of PERSON@2 at ORGANIZATION@2 .","In NUMBER@1, ACCESS introduced the successor to PERSON@1 called Access Linux Platform and in NUMBER@2, the main licensee of Palm OS, ORGANIZATION@1, switched from LOCATION@1 to webOS for their forthcoming devices.","Palm OS was first released in NUMBER@3 , when the Palm NUMBER@4 was released .",0.641455255766384,4038,0.5720282277122872
"ORGANIZATION@1 , opened July NUMBER@1 , NUMBER@2 by the ORGANIZATION@2 , later LOCATION@1 line ; first served by the Piccadilly line July NUMBER@3 , NUMBER@4 .","ORGANIZATION@1, opened July NUMBER@1, NUMBER@2 by the ORGANIZATION@2, later LOCATION@1 line ; first served by the Piccadilly Line July NUMBER@3, NUMBER@4.","ORGANIZATION@1 , opened July NUMBER@1 , NUMBER@2 by the ORGANIZATION@2 , later District Line ; first served by the Piccadilly Line July NUMBER@3 , NUMBER@4 . LOCATION@2 , opened June NUMBER@5 , NUMBER@6 by the LOCATION@1 ; first served by the Piccadilly Line July NUMBER@3 , NUMBER@4 ; closed when re-located July NUMBER@3 , NUMBER@7 ; re-opened July NUMBER@8 , NUMBER@7 .",0.9336243275576418,4039,0.9122651035680711
"The Class NUMBER@1 DMUs were based on Class 101\/2s , but with different engines .","The Class NUMBER@1 DMUs were based on Class 101/2s, but with different engines.",One of these was equipped with supercharged NUMBER@2 hp 6-cylinder engines .,0.9126182939948105,4040,0.8137860995967213
"The parameter is at the same time the mean , the median and the mode of the normal distribution .","The parameter is the mean, the median and the mode of the normal distribution.",median = mu,0.7369512725122196,4041,0.6284763948204591
"The term cor anglais is French for English horn , but the instrument is neither from LOCATION@1 nor a horn .","The term cor anglais is French for English horn, but the instrument is neither from LOCATION@1 nor a horn.","The cor anglais , or English horn , is a double reed instrument in the woodwind family .",0.952967228712859,4042,0.854964197785766
"The main character is PERSON@1 , a semi-anthropomorphic elephant who is cruelly nicknamed '' Dumbo '' .","The main character is PERSON@1, a semi-anthropomorphic elephant who is cruelly nicknamed '' Dumbo ''.","The main character is PERSON@1 , a baby elephant who is cruelly nicknamed Dumbo .",0.956346310458137,4043,0.906919146625741
Mighty Barolle is a football -LRB- soccer -RRB- club from Liberia based in Monrovia .,Mighty Barolle is a football club from Liberia.,Mighty Barolle S.A. is a football club which plays in Liberia .,0.4947195305543788,4044,0.4942709740470438
"Some varieties of tuna , such as the bluefin and bigeye tuna , Thunnus obesus , are threatened by overfishing , which dramatically affects tuna populations in the LOCATION@1 and northwestern Pacific Oceans .","Some varieties of tuna, such as the bluefin and bigeye tuna, Thunnus obesus, are threatened by overfishing.","Some varieties of tuna , such as the bluefin and bigeye tuna are threatened by overfishing , dramatically affecting tuna populations in the LOCATION@1 and northwestern Pacific Oceans .",0.4698984545210133,4045,0.48867476418398426
"The feud between Jericho and The Rock built up to a match at No Mercy on October 21 , where Jericho beat the Rock to win the WCW Championship -LRB- Jericho 's first world title -RRB- , and Stone Cold Steve Austin defeated Angle and Rob Van Dam to retain his WWF Championship .","The feud between Jericho and The Rock built up to a match at No Mercy on October 21, where Jericho beat the Rock to win the WCW Championship -LRB- Jericho's first world title -RRB-, and Stone Cold Steve Austin defeated Angle and Rob Van Dam to retain his WWF Championship.","The feud between Jericho and The Rock built up to a match at No Mercy on October 21 , where Jericho beat the Rock to win the WCW Championship , and Stone Cold Steve Austin defeated Angle and Rob Van Dam to retain his WWF Championship .",0.9585806943368221,4046,0.9491660111192345
Asnières - en-Bessin is a commune in the Calvados department in the Basse-Normandie region in north-western France .,Asnières - en-Bessin is a commune. It is found in the region Basse-Normandie in Calvados.,It is found in the region Basse-Normandie in the Calvados department in the northwest of France .,0.7112198975579492,4047,0.6380213843337421
"PERSON@1 , -LRB- The Führer -RRB- , leader of the ORGANIZATION@1 -LRB- Head of State -RRB- , used these feelings of discontent to take control of LOCATION@1 in NUMBER@1 .","PERSON@1, -LRB- The Führer -RRB-, leader of the ORGANIZATION@1 -LRB- Head of State -RRB-, used these feelings of discontent to take control of LOCATION@1 in NUMBER@1.","PERSON@1 , -LRB- The Führer -RRB- , leader of the ORGANIZATION@1 -LRB- Head of State -RRB- , used these feelings of unhappiness to take control of LOCATION@1 in NUMBER@1 .",0.9347010935054105,4048,0.9698677834342507
