source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty
simplify: It can be compared to Bachelor 's and Master 's degrees in other countries .,"[""It can be compared to Bachelor's and Master's degrees in other countries.""]",It is a similar award to the Bachelor 's and Master 's degrees in other countries .,4482,0.829942624
simplify: It is physically possible for men who have sufficient flexibility or penis size or a combination of the two to perform autofellatio -LRB- approximately 3 in every 1000 men are capable of doing this -RRB- .,['It is physically possible for men who have enough flexibility or penis size or a combination of the two to perform autofellatio -LRB- approximately 3 in every 1000 men are capable of doing this -RRB-.'],"According to historians , autofellatio in Ancient Egypt had religious meaning .",4483,0.935207429
simplify: It became the eighth month either when January and February were added to the beginning of the year by King Numa Pompilius about 700 BC or when those two months were moved from the end to the beginning of the year by the decemvirs about 450 BC -LRB- Roman writers disagree -RRB- .,['It became the eighth month either when January and February were added to the beginning of the year by King Numa Pompilius about 700 BC or when those two months were moved from the end to the beginning of the year by the decemvirs about 450 BC.'],It was the eighth month when January or February were added to the start of the year by King Numa Pompilius about 700 BC .,4484,0.675561045
"simplify: City recreational facilities include 24 parks , miles of paved walking pathways , playgrounds , a bike lane , tennis courts , baseball and soccer fields , ice rinks , a golf course and a wading pool .","['City recreational facilities include 24 parks, miles of paved walking pathways, playgrounds, a bike lane, tennis courts, baseball and soccer fields, ice rinks, a golf course and a wading pool.']","These include 24 parks , walking pathways , playgrounds , a bike lane , tennis courts , baseball and soccer fields , ice rinks , a disc golf course and a wading pool .",4485,0.862877838
simplify: Saint-Mariens is a commune in the Gironde department in Aquitaine in south-western France .,['It is found in the region Aquitaine in the Gironde department in the southwest of France.'],Saint-Mariens is a commune . It is found in the Aquitaine region in the Gironde department in the southwest of France .,4486,0.796418199
simplify: In 1815 Gerresheim was taken over by the Kingdom of Prussia .,['In 1815 Gerresheim was taken over by the Kingdom of Prussia.'],In 1809 Gerresheim was taken over by Prussia .,4487,0.883076735
"simplify: Hornswoggle also got involved during the match by hitting ORGANIZATION@1 with a kendo stick , while later on ORGANIZATION@1 threw a trash can at him .","['Hornswoggle also got involved during the match by hitting ORGANIZATION@1 with a kendo stick, while later on ORGANIZATION@1 threw a trash can at him.']","Hornswoggle would also get involved during the match , hitting ORGANIZATION@1 's with a kendo stick while later on he would get attacked by JBL with a trash can thrown at him .",4488,0.931098375
"simplify: '' Love Buzz '' and '' Big Cheese '' , however , were recorded from June to September 1988 at at Reciprocal Studios .","[""'' Love Buzz '' and '' Big Cheese '' were recorded from June to September 1988 at Reciprocal Studios.""]",'' Love Buzz '',4489,0.782814401
"simplify: This article is about all reflecting pools , for the two named reflecting pools see Lincoln Memorial Reflecting Pool and Capitol Reflecting Pool .","['Reflecting pools are the same thing as swimming pools, and reflectors are different types of pools.']","This page is about all reflecting pools ; for the pools in Washington , D.C. , go to Lincoln Memorial Reflecting Pool and United States Capitol .",4490,0.550975562
"simplify: It is a parody of '' Pretty Fly -LRB- For a White Guy -RRB- '' by The Offspring , and it was released from the 1999 album Running with Scissors .",['It was released from the 1999 album Running with Scissors.'],It is a parody of '' Pretty Fly -LRB- For a White Guy -RRB- '' by The Offspring .,4491,0.361854482
"simplify: Isabella was sent to school in Heidelberg , Germany , where she became an accomplished pianist .","['Isabella was sent to school in Heidelberg, Germany.']","Isabella was sent to school in Heidelberg , Germany , where she became an very good pianist .",4492,0.464851831
"simplify: ZoneAlarm is a personal firewall software application originally developed by Zone Labs , which was acquired in March 2004 by Check PointCheck Point acquires Zone Labs March 2004 .","['ZoneAlarm is a firewall software application originally developed by Zone Labs, which was acquired in March 2004 by Check Point.']","It includes an inbound intrusion detection system , as well as the ability to control which programs can create outbound connections -- the latter not available in the Windows XP Service Pack 2 firewall .",4493,0.667694506
simplify: Yoon C. K. January 21 2000 .,"['Yoon C. K. January 21, 2000.']","His most important publication was Variation and evolution in plants , which combined genetics and Darwins theory of natural selection to describe plant speciation .",4494,0.787897662
simplify: Emmanuel Olisadebe -LRB- born 22 December 1978 in Warri -RRB- is a Nigerian-born Polish football striker who last played for Chinese football club Henan Construction in the Chinese Super League .,['Emmanuel Olisadebe -LRB- born 22 December 1978 -RRB- is a Polish football player.'],Emmanuel Olisadebe -LRB- born 22 December 1978 -RRB- is a Polish football player .,4495,0.355090637
simplify: The university has approximately NUMBER@1 faculty in eight colleges and NUMBER@2 academic departments .,['The university has about NUMBER@1 faculty in eight colleges and NUMBER@2 academic departments.'],The university has about NUMBER@3 faculty in eight colleges and NUMBER@2 academic departments .,4496,0.843913327
"simplify: The Julian day or PERSON@1 day number -LRB- JDN -RRB- is the integer number of days that have elapsed since the initial epoch defined as noon Universal Time -LRB- ORGANIZATION@1 -RRB- Monday , January NUMBER@1 , NUMBER@2 BC in the PERSON@1 calendar This equals November NUMBER@3 , NUMBER@4 BC in the proleptic Gregorian calendar .","['The Julian day or PERSON@1 day number is the integer number of days that have elapsed since the initial epoch defined as noon Universal Time -LRB- ORGANIZATION@1 -RRB- Monday, January NUMBER@1, NUMBER@2 BC in the PERSON@1 calendar This equals November NUMBER@3, NUMBER@4 BC in the proleptic Gregorian calendar.']","The Julian day or PERSON@1 day number -LRB- JDN -RRB- is the number of days that have elapsed since the initial epoch defined as noon Universal Time -LRB- ORGANIZATION@1 -RRB- Monday , January NUMBER@1 , NUMBER@2 BC in the PERSON@1 calendar This equals November NUMBER@3 , NUMBER@4 BC in the proleptic Gregorian calendar .",4497,0.89799977
simplify: The Gulf of LOCATION@1 used to be called The LOCATION@2 in maps of antiquity .,['The Gulf of LOCATION@1 used to be called The LOCATION@2 in maps.'],The Gulf of LOCATION@1 used to be called The LOCATION@2 on old maps .,4498,0.753662291
"simplify: Although never officially disbanding , PERSON@1 in Chains was plagued by extended inactivity due to substance abuse , culminating in the death of PERSON@2 in NUMBER@1 .","['Although never officially disbanded, PERSON@1 in Chains was plagued by prolonged inactivity due to substance abuse, leading to the death of PERSON@2 in NUMBER@1.']","PERSON@2 - lead vocals , rhythm guitar -LRB- NUMBER@2 -RRB-",4499,0.894367191
"simplify: After destroying the mud men , they tried again by creating wooden creatures that could speak but had no soul or blood and quickly forgot their creators ; who destroyed the creatures by tearing them apart .","['After destroying the mud men, they tried again by creating wooden creatures that could speak but had no soul or blood and quickly forgot their creators ; who destroyed the creatures by tearing them apart.']","After destroying the mud men , they tried again by creating wooden creatures that could speak but had no soul or blood and quickly forgot him .",4500,0.908627228
simplify: His reign saw vital developments in legislature and government -- in particular the evolution of the English parliament -- as well as the ravages of the Black Death .,"['His reign saw important developments in legislature and government, including the evolution of the English parliament.']","This view has turned , and modern historians see what a good king he was .",4501,0.629131188
"simplify: Generally accepted to have first been made in LOCATION@1 , where the dish is widely known as -LRB- -RRB- , falafel has become a dish eaten throughout the LOCATION@2 .",['It was first made in LOCATION@1.'],The chickpea was used as a food item in the Levant before NUMBER@1 BC .,4502,0.177252759
"simplify: His major defining work of this period , the Critique de la raison dialectique -LRB- Critique of Dialectical Reason -RRB- appeared in 1960 -LRB- a second volume appeared posthumously -RRB- .",['His major work of this period was the Critique de la raison dialectique -LRB- Critique of Dialectical Reason -RRB-. It appeared in 1960.'],"In 1960 , he wrote the Critique de la raison dialectique -LRB- Critique of Dialectical Reason -RRB- .",4503,0.677112585
"simplify: Though NUMBER@1 years old and in poor health , PERSON@1 was persuaded to run for re-election in NUMBER@2 , as he was considered the only candidate who could defeat PERSON@2 .","['Though NUMBER@1 years old and in poor health, PERSON@1 was persuaded to run for re-election in NUMBER@2. He was considered the only candidate who could defeat PERSON@2.']","He was NUMBER@1 years old and in poor health , but had to run for re-election in NUMBER@2 as the only candidate who could defeat PERSON@2 .",4504,0.908227981
"simplify: It was established in the 17th century as a trading post for the ORGANIZATION@1 , but later grew to encompass much of western and central LOCATION@1 , as well as parts of post-partition LOCATION@2 and the LOCATION@3 .","['It was established in the 17th century as a trading post for the ORGANIZATION@1, but later grew to encompass much of western and central LOCATION@1, as well as parts of post-partition LOCATION@2 and the LOCATION@3.']","It began in the 17th century as trading posts of the British ORGANIZATION@2 , but later grew to include much of western and central LOCATION@1 , as well as parts of LOCATION@2 and the LOCATION@3 .",4505,0.927368517
